Time	IMU_Yaw_Data
0	0
1	0.00044912825589773
2	0.00281865222656671
3	0.00925797334635856
4	0.0218109413855853
5	0.0415637472294879
6	0.0696353176846219
7	0.110078288512956
8	0.167022703001444
9	0.23875999986646
10	0.3261148156716
11	0.425974605329422
12	0.530942395622562
13	0.642655824850277
14	0.767131384608616
15	0.90828429487909
16	1.06701389465118
17	1.24274562137097
18	1.43475089706514
19	1.64154441063482
20	1.86032933015868
21	2.09077115728571
22	2.33762564281751
23	2.60391260864103
24	2.88749737068347
25	3.18573843333693
26	3.4979831019035
27	3.82396785949712
28	4.16305140050162
29	4.51538218708536
30	4.88084978473559
31	5.25975469582288
32	5.65369721882219
33	6.06372586714677
34	6.48958348926652
35	6.93704443610596
36	7.41326480317083
37	7.90997710693213
38	8.42502301434326
39	8.95560532932763
40	9.49040042308501
41	10.026111340087
42	10.5616003463474
43	11.0898773247876
44	11.600379668921
45	12.0865337152099
46	12.5617762054363
47	13.043190297785
48	13.5305295057182
49	14.0166109146105
50	14.4873331274422
51	14.9337266102287
52	15.3658531107044
53	15.8082846758113
54	16.2691910081505
55	16.73054195013
56	17.1789063931061
57	17.6319939827037
58	18.1026745480926
59	18.568910142113
60	19.0178514651885
61	19.452245404567
62	19.8868476957844
63	20.3272073804231
64	20.7633593189685
65	21.1921832856715
66	21.6149508583285
67	22.0338497393367
68	22.4488209880635
69	22.8615388362663
70	23.2721445148407
71	23.6799674517239
72	24.0833450929055
73	24.4819996668836
74	24.874630794829
75	25.2572689158704
76	25.6310277749244
77	25.9970284726969
78	26.3572212892737
79	26.7152390621978
80	27.0740452027356
81	27.4354232360865
82	27.8001777158652
83	28.1665331718846
84	28.5305230434847
85	28.8926968359242
86	29.2575596106356
87	29.6249551006156
88	29.9900878166649
89	30.3507014242194
90	30.7096248504391
91	31.0703351893152
92	31.4347616191122
93	31.8027725245039
94	32.1706355994234
95	32.534688754932
96	32.8920151853055
97	33.2392731693939
98	33.5741853978485
99	33.8951970439085
100	34.2009872316356
101	34.4909924286362
102	34.7657312797928
103	35.0299177042404
104	35.2919124918295
105	35.5637353419098
106	35.8530662911187
107	36.1522244030358
108	36.4564265743668
109	36.7710790488594
110	37.0934389894434
111	37.4166806231661
112	37.730000962398
113	38.0250114415173
114	38.3059120326158
115	38.5850897804553
116	38.867808391233
117	39.1472606288135
118	39.410052771479
119	39.6447051179722
120	39.8545578428423
121	40.0539698936247
122	40.2514762585515
123	40.4425746385169
124	40.6177401302868
125	40.767942992235
126	40.8982538522199
127	41.0219787652752
128	41.1416358932528
129	41.2528804602671
130	41.3495512699447
131	41.4269920444357
132	41.4903935988155
133	41.5467775843675
134	41.5976072741091
135	41.6364256219108
136	41.6555162742531
137	41.6592391414771
138	41.6545073017942
139	41.6425767680773
140	41.6184295326276
141	41.5747673195184
142	41.5129645768759
143	41.4381250179685
144	41.3524302138287
145	41.2513284675184
146	41.1285043357009
147	40.9849486250625
148	40.8238672483475
149	40.6448528438926
150	40.443528830438
151	40.2169811041821
152	39.9626935846702
153	39.6804466775854
154	39.3693004673054
155	39.0252313627047
156	38.6490733953921
157	38.2409130875114
158	37.8001775771157
159	37.3296727133092
160	36.8315853717701
161	36.3074960169072
162	35.7592743873702
163	35.1899573877129
164	34.6040560287974
165	34.0055085741468
166	33.3980025617676
167	32.785489142559
168	32.1720871267149
169	31.5616256562802
170	30.9566542800613
171	30.3591964946507
172	29.771297740731
173	29.1945161901139
174	28.6282134788194
175	28.0710576839465
176	27.5217218740391
177	26.9776733244026
178	26.438274045655
179	25.9043880713848
180	25.3750359700976
181	24.8488877758902
182	24.325337188438
183	23.8037603975449
184	23.283446829826
185	22.7639642329739
186	22.2439411315154
187	21.7205251987429
188	21.1922215962439
189	20.6585258214958
190	20.1185177412111
191	19.5687759660073
192	19.0085721988181
193	18.4462771771141
194	17.8896938434363
195	17.3352526068886
196	16.7823744447312
197	16.2337656313153
198	15.6873828148077
199	15.1368155943605
200	14.5742756109373
201	13.9974361320833
202	13.4108827666205
203	12.8205399474265
204	12.2270942655759
205	11.6242504403595
206	11.0089760432513
207	10.3831307573876
208	9.7503646769949
209	9.11567746335048
210	8.48320696437369
211	7.85466373234903
212	7.22758981620345
213	6.59788786500296
214	5.96554776652879
215	5.33521992636014
216	4.71168631774534
217	4.09476884779944
218	3.48177329535326
219	2.86882083436471
220	2.24905451496543
221	1.62062134906984
222	0.9867809211398
223	0.35041801048008
224	-0.282555058028212
225	-0.907397762031511
226	-1.52528385084522
227	-2.14375128173409
228	-2.76888252623525
229	-3.39978652827773
230	-4.03400158042294
231	-4.66965521068627
232	-5.30542478486
233	-5.94046225118678
234	-6.57429806863613
235	-7.20674325726675
236	-7.83780224046206
237	-8.46760270125852
238	-9.09634343078294
239	-9.72425793649936
240	-10.3515911141136
241	-10.9785859839499
242	-11.6054774127499
243	-12.2315894054032
244	-12.8558907212781
245	-13.4770577813511
246	-14.090986624947
247	-14.695842033277
248	-15.2967037279798
249	-15.8946416398811
250	-16.4875460643176
251	-17.0761764093268
252	-17.6604129610348
253	-18.240375364898
254	-18.8172346829618
255	-19.3923236960737
256	-19.9660569518027
257	-20.5377506687955
258	-21.1084287122776
259	-21.6784739971152
260	-22.2475539645344
261	-22.816319212316
262	-23.3846386849849
263	-23.9528836305067
264	-24.5211023184342
265	-25.0903946443869
266	-25.6587088968853
267	-26.2249641861392
268	-26.7911465909459
269	-27.3554335649187
270	-27.9181835620161
271	-28.4813854075383
272	-29.0432318338463
273	-29.602395604601
274	-30.1598300781699
275	-30.7167940565724
276	-31.2730438156923
277	-31.8262348839977
278	-32.3751339025197
279	-32.9228662581891
280	-33.4711963318435
281	-34.0204383128169
282	-34.5708404549283
283	-35.1205339902194
284	-35.668552817708
285	-36.214963644903
286	-36.7579154970099
287	-37.2966315022158
288	-37.828993989387
289	-38.3521664254409
290	-38.865194471814
291	-39.3669519186718
292	-39.860202463575
293	-40.3472146484766
294	-40.8284847709303
295	-41.2998118081201
296	-41.7580377442283
297	-42.2085765026998
298	-42.6525599530473
299	-43.0861399536058
300	-43.5030662526392
301	-43.9029992517743
302	-44.2900699499154
303	-44.6659065181713
304	-45.0301282610258
305	-45.380804685831
306	-45.7194610253763
307	-46.0450931245602
308	-46.3569473228608
309	-46.6571414594638
310	-46.9461017302711
311	-47.2252582372029
312	-47.4939533951411
313	-47.7522544892162
314	-48.000635618087
315	-48.2399866922492
316	-48.4709196499525
317	-48.692267025002
318	-48.9042048342714
319	-49.1071836360697
320	-49.3010078602123
321	-49.4864667268393
322	-49.6643257257248
323	-49.8340439750015
324	-49.9944968756885
325	-50.1451823266987
326	-50.287451537798
327	-50.4223928635185
328	-50.5497445203904
329	-50.6683558738416
330	-50.7776878548608
331	-50.8778965062885
332	-50.9710051949841
333	-51.0581091542838
334	-51.1350698387289
335	-51.1943639501879
336	-51.2303233059757
337	-51.2388646459643
338	-51.2170725489863
339	-51.1643595555257
340	-51.0809301615777
341	-50.9673610859033
342	-50.8245290656678
343	-50.6525874698058
344	-50.4496626222839
345	-50.2138192533842
346	-49.9453250861397
347	-49.645729737664
348	-49.3146176493336
